967	positivo	0.9999535464768529	negativo	1.5005340295475524E-5	neutral	3.144818285179426E-5
968	positivo	0.9999999999504192	negativo	1.1119248177630292E-14	neutral	4.956978659057502E-11
969	positivo	0.9990455782275217	negativo	3.526063143906835E-4	neutral	6.018154580875794E-4
970	positivo	0.9999999309664916	negativo	6.399706692089495E-13	neutral	6.903286853033256E-8
971	positivo	0.9999871785824338	negativo	1.1716668924868844E-7	neutral	1.270425087677399E-5
972	positivo	0.9999999126212987	negativo	1.2091756623903373E-8	neutral	7.528694466730456E-8
973	positivo	0.9999997319786503	negativo	8.27792008272339E-9	neutral	2.5974342953888116E-7
974	positivo	0.9999938834554807	negativo	1.0055126336819982E-6	neutral	5.111031885578608E-6
975	positivo	0.9996954496323243	negativo	5.427493035871004E-7	neutral	3.0400761837229165E-4
976	positivo	0.9992333703036548	negativo	3.070481797397261E-5	neutral	7.359248783711928E-4
977	positivo	0.999508002069504	negativo	7.641681697045837E-11	neutral	4.919978540793892E-4
978	positivo	0.9999999999518274	negativo	3.2602895448827994E-15	neutral	4.816926755078112E-11
979	positivo	0.8728190695527799	negativo	1.3727898949153474E-8	neutral	0.12718091671932125
980	positivo	6.074011826696356E-29	negativo	6.020174448701972E-43	neutral	1.0
981	positivo	0.006106914140458076	negativo	3.0783131015813136E-8	neutral	0.993893055076411
982	positivo	0.9999999999964877	negativo	1.4630370648765605E-20	neutral	3.512317295495001E-12
983	positivo	0.9996540377426983	negativo	5.636174021988019E-6	neutral	3.403260832796607E-4
984	positivo	0.9999999999999991	negativo	2.576300249281799E-27	neutral	8.427474960623759E-16
985	positivo	2.0658575964133E-14	negativo	3.301425655603057E-33	neutral	0.9999999999999793
986	positivo	0.9999980225736218	negativo	8.840129687087396E-10	neutral	1.976542365253767E-6
987	positivo	5.309939613475382E-14	negativo	1.290343577217801E-16	neutral	0.9999999999999467
988	positivo	0.9999998595435116	negativo	1.12190829103562E-11	neutral	1.4044526943039733E-7
989	positivo	3.054021153876337E-10	negativo	0.9999999888727303	neutral	1.0821867474180075E-8
990	positivo	5.412308903363781E-25	negativo	6.940755427064398E-25	neutral	1.0
991	positivo	0.9999981517358795	negativo	1.0204794411992962E-11	neutral	1.8482539157086993E-6
992	positivo	9.119590649717346E-17	negativo	0.9999999999999645	neutral	3.556500537282169E-14
993	positivo	0.01898808801335331	negativo	1.0950568402187595E-10	neutral	0.9810119118771411
994	positivo	0.999999999675677	negativo	1.2158002457485204E-27	neutral	3.2432308051084647E-10
995	positivo	0.9846352626733422	negativo	4.750705716777431E-9	neutral	0.015364732575951962
